St.no;YEAR;MONTH;DAY;Time;DirectionDeg;Speedmps;TempC;Pptmm;Humidpercen;Snowdepthcm
18700;2015;12;10;9;185;4.5;8.9;0;77; 
18700;2015;12;10;10;196;3.8;8.8;0;78; 
18700;2015;12;10;11;201;5.4;8.4;0;77; 
18700;2015;12;10;12;191;4;8.7;0;73; 
18700;2015;12;10;13;201;4.6;8.4;0;68; 
18700;2015;12;10;14;209;4.4;8.4;0;71; 
18700;2015;12;10;15;215;5.5;7.4;0;74; 
18700;2015;12;10;16;221;3.7;6.4;0;75; 
18700;2015;12;10;17;243;5;5.5;0;72; 
18700;2015;12;10;18;218;3.2;4.4;0;75; 
18700;2015;12;10;19;209;3.8;3.7;0;78; 
18700;2015;12;10;20;214;4.7;3.7;0;70; 
18700;2015;12;10;21;200;4.2;4.1;0;67; 
18700;2015;12;10;22;207;4.3;3.4;0;75; 
18700;2015;12;10;23;171;3.4;3.4;0;73; 
18700;2015;12;10;24;194;5.4;3;0;77; 
18700;2015;12;11;1;207;2.9;2.6;0;80; 
18700;2015;12;11;2;205;4;2.4;0;80; 
18700;2015;12;11;3;195;3.4;2.4;0;82; 
18700;2015;12;11;4;234;1.7;1.6;0;82; 
18700;2015;12;11;5;236;2;0.9;0;84; 
18700;2015;12;11;6;293;1.1;0.4;0;89; 
18700;2015;12;11;7;201;2.4;1.1;0;88;.
18700;2015;12;11;8;200;2.9;1.1;0;90; 
18700;2015;12;11;9;218;1.3;0.6;0;89; 
18700;2015;12;11;10;180;2.1;0.9;0;94; 
18700;2015;12;11;11;186;2.7;1.1;0;91; 
18700;2015;12;11;12;230;0.8;0.3;0;93; 
18700;2015;12;11;13;223;2.1;1.7;0;89; 
18700;2015;12;11;14;203;1.8;1.6;0;88; 
18700;2015;12;11;15;218;0.9;0.5;0;91; 
18700;2015;12;11;16;278;1;-0.4;0;93; 
18700;2015;12;11;17;34;0.9;-0.8;0;93; 
18700;2015;12;11;18;33;1.9;-1.2;0;92; 
18700;2015;12;11;19;255;0.7;-1.5;0;94; 
18700;2015;12;11;20;329;0.7;-1.9;0;95; 
18700;2015;12;11;21;26;1.1;-1.9;0;96; 
18700;2015;12;11;22;16;0.5;-1.8;0;95; 
18700;2015;12;11;23;352;1.3;-2.6;0;94; 
18700;2015;12;11;24;214;1;-2.6;0;96; 
18700;2015;12;12;1;321;0.6;-2.3;0;95; 
18700;2015;12;12;2;25;1.4;-2.8;0;97; 
18700;2015;12;12;3;34;1.4;-2.9;0;96; 
18700;2015;12;12;4;5;0.8;-2.5;0;95; 
18700;2015;12;12;5;343;1;-2.9;0;98; 
18700;2015;12;12;6;19;1.1;-3.3;0;96; 
18700;2015;12;12;7;40;1;-3.1;0;94;.
18700;2015;12;12;8;37;1.7;-2.9;0;94; 
18700;2015;12;12;9;62;1.1;-3.5;0;93; 
18700;2015;12;12;10;63;0.8;-3;0;93; 
18700;2015;12;12;11;30;1.3;-1.2;0;89; 
18700;2015;12;12;12;323;0.8;-0.3;0;88; 
18700;2015;12;12;13;80;1.2;1;0;81; 
18700;2015;12;12;14;358;1.4;1.2;0;80; 
18700;2015;12;12;15;310;1;0.2;0;85; 
18700;2015;12;12;16;38;2.5;-1;0;87; 
18700;2015;12;12;17;20;2;-1;0;83; 
18700;2015;12;12;18;12;1.5;-1.8;0;85; 
18700;2015;12;12;19;31;2.1;-2;0;85; 
18700;2015;12;12;20;27;0.5;-2.4;0;86; 
18700;2015;12;12;21;21;1.5;-1.3;0;84; 
18700;2015;12;12;22;38;1.4;-0.6;0;82; 
18700;2015;12;12;23;307;0.7;-0.6;0;85; 
18700;2015;12;12;24;311;0.3;-0.8;0;86; 
18700;2015;12;13;1;65;1;-1.3;0;88; 
18700;2015;12;13;2;231;1.5;-1.5;0;85; 
18700;2015;12;13;3;16;0.6;-2;0;89; 
18700;2015;12;13;4;352;0.9;-1.7;0;82; 
18700;2015;12;13;5;13;2;-1.5;0;80; 
18700;2015;12;13;6;272;0.7;-1.5;0;79; 
18700;2015;12;13;7;259;1;-1.6;0;82;.
18700;2015;12;13;8;19;0.9;-1.5;0;81; 
18700;2015;12;13;9;221;1.1;-2.3;0;85; 
18700;2015;12;13;10;267;0.7;-2.3;0;86; 
18700;2015;12;13;11;15;1;-1.4;0;80; 
18700;2015;12;13;12;66;0.4;-0.1;0;75; 
18700;2015;12;13;13;234;1.2;0.7;0;72; 
18700;2015;12;13;14;231;1.4;-0.2;0;78; 
18700;2015;12;13;15;276;0.4;-0.9;0;82; 
18700;2015;12;13;16;329;0.3;-1.9;0;87; 
18700;2015;12;13;17;30;1.5;-2.2;0;85; 
18700;2015;12;13;18;12;1.4;-3.2;0;88; 
18700;2015;12;13;19;62;1.1;-3.3;0;87; 
18700;2015;12;13;20;309;0.6;-4.4;0;90; 
18700;2015;12;13;21;22;2.5;-4.2;0;90; 
18700;2015;12;13;22;258;0.6;-5.1;0;91; 
18700;2015;12;13;23;343;0.4;-5.6;0;92; 
18700;2015;12;13;24;301;0.7;-5.8;0;93; 
18700;2015;12;14;1;24;3;-5;0;92; 
18700;2015;12;14;2;38;0.8;-5.7;0;92; 
18700;2015;12;14;3;14;0.7;-6.3;0;91; 
18700;2015;12;14;4;311;0.3;-6.8;0;93; 
18700;2015;12;14;5;24;1.5;-6.9;0;92; 
18700;2015;12;14;6;33;2.3;-6.7;0;90; 
18700;2015;12;14;7;247;0.9;-7;0;93;.
18700;2015;12;14;8;43;1.4;-6.4;0;91; 
18700;2015;12;14;9;43;1.5;-6.3;0;91; 
18700;2015;12;14;10;40;1.3;-5.8;0;89; 
18700;2015;12;14;11;272;1;-6;0;92; 
18700;2015;12;14;12;60;0.5;-5;0;88; 
18700;2015;12;14;13;7;0.3;-4.8;0;89; 
18700;2015;12;14;14;197;0.5;-4.9;0;88; 
18700;2015;12;14;15;201;0.3;-5.2;0;90; 
18700;2015;12;14;16;221;0.7;-5.6;0;91; 
18700;2015;12;14;17;38;0.9;-5.5;0;92; 
18700;2015;12;14;18;48;1.5;-5.9;0;91; 
18700;2015;12;14;19;38;1.9;-6.1;0;89; 
18700;2015;12;14;20;43;0.5;-6.5;0;91; 
18700;2015;12;14;21;31;1.3;-6.7;0;90; 
18700;2015;12;14;22;32;1;-6.8;0;89; 
18700;2015;12;14;23;43;1.1;-7.4;0;89; 
18700;2015;12;14;24;43;0.9;-7;0;88; 
18700;2015;12;15;1;74;1.7;-7.4;0;88; 
18700;2015;12;15;2;29;1.4;-7.6;0;89; 
18700;2015;12;15;3;19;1.5;-8;0;89; 
18700;2015;12;15;4;33;1.8;-7.6;0;86; 
18700;2015;12;15;5;19;0.7;-8.6;0;88; 
18700;2015;12;15;6;87;1.2;-8.4;0;90; 
18700;2015;12;15;7;42;1.4;-8.6;0;88;.
18700;2015;12;15;8;42;1.1;-8.3;0;88; 
18700;2015;12;15;9;55;0.8;-8.3;0;90; 
18700;2015;12;15;10;17;1.1;-7.9;0;88; 
18700;2015;12;15;11;77;0.9;-6.4;0;84; 
18700;2015;12;15;12;115;0.5;-5.8;0;84; 
18700;2015;12;15;13;235;1.2;-4.7;0;82; 
18700;2015;12;15;14;226;0.9;-5.3;0;84; 
18700;2015;12;15;15;84;0.4;-6;0;84; 
18700;2015;12;15;16;142;0.3;-7;0;89; 
18700;2015;12;15;17;20;0.2;-7;0;89; 
18700;2015;12;15;18;347;0.9;-5.8;0;90; 
18700;2015;12;15;19;249;1.4;-5.4;0;93; 
18700;2015;12;15;20;304;1.4;-5.6;0;94; 
18700;2015;12;15;21;282;1.6;-5.3;0;94; 
18700;2015;12;15;22;242;1.3;-5.4;0;94; 
18700;2015;12;15;23;247;1.6;-5.7;0;94; 
18700;2015;12;15;24;297;1.7;-6;0;96; 
18700;2015;12;16;1;298;2;-6.3;0;96; 
18700;2015;12;16;2;285;0.7;-5.7;0;96; 
18700;2015;12;16;3;330;0.4;-5.5;0.1;95; 
18700;2015;12;16;4;4;0.9;-5.6;0;96; 
18700;2015;12;16;5;26;0.9;-5.7;0;95; 
18700;2015;12;16;6;227;0.9;-5.7;0;95; 
18700;2015;12;16;7;20;0.7;-5.5;0;96;.
18700;2015;12;16;8;28;1.2;-5.4;0;95; 
18700;2015;12;16;9;14;1.6;-5.4;0;94; 
18700;2015;12;16;10;98;0.6;-4.7;0;94; 
18700;2015;12;16;11;112;0.7;-4;0;93; 
18700;2015;12;16;12;97;0.6;-3.3;0;91; 
18700;2015;12;16;13;25;0.8;-3.1;0;91; 
18700;2015;12;16;14;103;0.7;-2.7;0;92; 
18700;2015;12;16;15;34;1;-2.5;0;94; 
18700;2015;12;16;16;58;0.7;-2.3;0;97; 
18700;2015;12;16;17;6;0.3;-2.4;0.2;97; 
18700;2015;12;16;18;156;0.4;-2.2;0.1;97; 
18700;2015;12;16;19;43;1.1;-1.6;0;97; 
18700;2015;12;16;20;45;1.2;-1.1;0.3;97; 
18700;2015;12;16;21;33;0.7;-0.8;1.5;97; 
18700;2015;12;16;22;360;0.5;-0.7;1.2;98; 
18700;2015;12;16;23;65;0.4;-0.8;1.2;98; 
18700;2015;12;16;24;106;0.4;-0.5;0.4;98; 
18700;2015;12;17;1;124;0.5;-0.8;0;98; 
18700;2015;12;17;2;51;0.7;-0.2;0;98; 
18700;2015;12;17;3;32;1;-0.1;0;98; 
18700;2015;12;17;4;46;0.9;0;0;99; 
18700;2015;12;17;5;34;1.4;0.1;0;99; 
18700;2015;12;17;6;23;0.3;0.1;0;99; 
18700;2015;12;17;7;338;0.3;0.2;0;99;3
18700;2015;12;17;8;260;1.1;0;0.1;99; 
18700;2015;12;17;9;270;0.8;0.3;0.2;99; 
18700;2015;12;17;10;255;1.1;0.4;1.4;99; 
18700;2015;12;17;11;211;1.1;0.6;0.6;99; 
18700;2015;12;17;12;247;1.6;0.5;0.3;99; 
18700;2015;12;17;13;208;1;0.5;0.3;99; 
18700;2015;12;17;14;258;1.1;0.6;0;99; 
18700;2015;12;17;15;330;0.3;0.7;0;99; 
18700;2015;12;17;16;51;0.8;0.8;0.7;99; 
18700;2015;12;17;17;25;1.1;0.9;0.5;99; 
18700;2015;12;17;18;354;1;1;1.7;99; 
18700;2015;12;17;19;29;2.4;1.2;0;98; 
18700;2015;12;17;20;18;1.9;1.5;0;97; 
18700;2015;12;17;21;17;2.3;1.5;0;97; 
18700;2015;12;17;22;34;0.3;1.2;0;99; 
18700;2015;12;17;23;30;1.5;1.3;0;99; 
18700;2015;12;17;24;50;1;1.3;0;99; 
18700;2015;12;18;1;334;0.6;1.3;0.1;99; 
18700;2015;12;18;2;341;0.2;1.6;0;99; 
18700;2015;12;18;3;57;0.5;1.7;0.6;99; 
18700;2015;12;18;4;231;0.6;1.8;0.2;100; 
18700;2015;12;18;5;215;1.4;1.7;0;99; 
18700;2015;12;18;6;252;0.6;1.6;0;100; 
18700;2015;12;18;7;321;0.5;2;0;99;4
18700;2015;12;18;8;283;2;2.8;0;100; 
18700;2015;12;18;9;267;1.1;2.8;0;99; 
18700;2015;12;18;10;280;1;2.9;0;100; 
18700;2015;12;18;11;319;1.8;3.2;0;100; 
18700;2015;12;18;12;290;1.4;3.2;0;100; 
18700;2015;12;18;13;317;0.9;3.3;0;99; 
18700;2015;12;18;14;274;1.5;4;0;100; 
18700;2015;12;18;15;290;1.2;4.6;0;100; 
18700;2015;12;18;16;186;1.4;4.9;0;99; 
18700;2015;12;18;17;268;0.8;4.6;0;99; 
18700;2015;12;18;18;239;1.6;4.4;0;99; 
18700;2015;12;18;19;225;4.4;5.4;0;100; 
18700;2015;12;18;20;222;3.9;6.2;0;98; 
18700;2015;12;18;21;212;3.1;6.1;0;97; 
18700;2015;12;18;22;217;1.3;6;0;97; 
18700;2015;12;18;23;224;2.6;5.6;0;96; 
18700;2015;12;18;24;80;0.7;5.2;0;98; 
18700;2015;12;19;1;260;2.2;5.4;0;96; 
18700;2015;12;19;2;236;0.9;4.7;0;96; 
18700;2015;12;19;3;248;2;5.2;0;96; 
18700;2015;12;19;4;244;0.6;5.8;0;97; 
18700;2015;12;19;5;353;0.3;5.6;0;96; 
18700;2015;12;19;6;301;1.7;5.4;0;97; 
18700;2015;12;19;7;329;0.5;5.1;0;98;.
18700;2015;12;19;8;280;1.4;5.5;0;98; 
18700;2015;12;19;9;266;1.7;5.4;0;98; 
18700;2015;12;19;10;17;0.5;5.7;0;98; 
18700;2015;12;19;11;271;1.1;5.9;0;98; 
18700;2015;12;19;12;242;1.4;5.8;0;99; 
18700;2015;12;19;13;291;0.8;5.9;0;99; 
18700;2015;12;19;14;235;1.1;6.1;0;99; 
18700;2015;12;19;15;255;1.3;6.2;0;99; 
18700;2015;12;19;16;293;0.8;6.3;0;99; 
18700;2015;12;19;17;254;1.9;6.5;0.4;99; 
18700;2015;12;19;18;231;1.5;6.6;0.6;99; 
18700;2015;12;19;19;234;1.4;7;0;99; 
18700;2015;12;19;20;226;2.7;7.3;0;99; 
18700;2015;12;19;21;220;3.5;7.5;0;99; 
18700;2015;12;19;22;234;2.6;7.5;0;100; 
18700;2015;12;19;23;232;2.7;7.4;0;99; 
18700;2015;12;19;24;267;1.1;7.4;0;99; 
18700;2015;12;20;1;202;2.6;8.1;0;99; 
18700;2015;12;20;2;199;2.7;8.2;0;99; 
18700;2015;12;20;3;191;2.8;8.5;0.4;99; 
18700;2015;12;20;4;204;2.6;8.4;1.7;99; 
18700;2015;12;20;5;192;4.9;8.8;0;99; 
18700;2015;12;20;6;203;3.4;8.7;0;99; 
18700;2015;12;20;7;207;4.6;8.7;0;99;.
18700;2015;12;20;8;184;5.5;9;0;99; 
18700;2015;12;20;9;179;5.5;9.3;0;96; 
18700;2015;12;20;10;187;4.7;9.2;0;95; 
18700;2015;12;20;11;181;5.8;9;0;95; 
18700;2015;12;20;12;181;4.4;9.1;0;94; 
18700;2015;12;20;13;182;5.4;9;0;95; 
18700;2015;12;20;14;189;5;9.2;0;94; 
18700;2015;12;20;15;183;5.5;9.2;0;94; 
18700;2015;12;20;16;184;6;9.4;0;92; 
18700;2015;12;20;17;198;4;9;0;92; 
18700;2015;12;20;18;202;2.9;8.6;0;92; 
18700;2015;12;20;19;205;2.7;7.5;0;94; 
18700;2015;12;20;20;199;4.3;7.1;0;94; 
18700;2015;12;20;21;207;2.7;6.9;0;90; 
18700;2015;12;20;22;184;2.3;7.4;0;85; 
18700;2015;12;20;23;178;3.9;7.6;0;80; 
18700;2015;12;20;24;187;5.2;7.7;0;81; 
18700;2015;12;21;1;188;5.7;7.8;0;80; 
18700;2015;12;21;2;192;3.7;7.5;0;81; 
18700;2015;12;21;3;187;5.1;7.5;0;82; 
18700;2015;12;21;4;191;4.8;7.4;0;83; 
18700;2015;12;21;5;202;6.3;7.2;0;85; 
18700;2015;12;21;6;212;4.2;6.9;0;86; 
18700;2015;12;21;7;200;4;6.9;0;83;.
18700;2015;12;21;8;211;4.1;7;0;81; 
18700;2015;12;21;9;206;4.5;7;0;81; 
18700;2015;12;21;10;211;5;6.9;0;82; 
18700;2015;12;21;11;203;4.2;7.7;0;77; 
18700;2015;12;21;12;203;6;7.7;0;77; 
18700;2015;12;21;13;206;4.4;8;0;74; 
18700;2015;12;21;14;192;2.1;7.6;0;76; 
18700;2015;12;21;15;206;1.9;6.8;0;79; 
18700;2015;12;21;16;208;5.1;7;0;75; 
18700;2015;12;21;17;210;3.4;6.5;0;76; 
18700;2015;12;21;18;200;3.5;6.3;0;80; 
18700;2015;12;21;19;188;3.2;6.1;0;82; 
18700;2015;12;21;20;173;2.2;6.1;0;80; 
18700;2015;12;21;21;186;1.9;5.6;0;81; 
18700;2015;12;21;22;165;1.8;5.7;0;82; 
18700;2015;12;21;23;197;2.9;5.4;0;83; 
18700;2015;12;21;24;2;0.6;4.8;0;86; 
18700;2015;12;22;1;301;1.6;4.6;0;87; 
18700;2015;12;22;2;225;3.2;4.5;0;88; 
18700;2015;12;22;3;238;1.7;4;0;90; 
18700;2015;12;22;4;242;1.5;4;0;91; 
18700;2015;12;22;5;220;1.5;3.5;0;94; 
18700;2015;12;22;6;214;1.2;2.7;0;95; 
18700;2015;12;22;7;343;0.9;1.9;0;92;.
18700;2015;12;22;8;198;0.4;1.5;0;94; 
18700;2015;12;22;9;348;0.6;1.4;0;93; 
18700;2015;12;22;10;222;3.1;1.3;0;93; 
18700;2015;12;22;11;15;1.6;2.5;0;88; 
18700;2015;12;22;12;213;1.5;3.9;0;80; 
18700;2015;12;22;13;199;3.9;4.9;0;75; 
18700;2015;12;22;14;175;2.8;5.2;0;81; 
18700;2015;12;22;15;164;1.8;4.9;0.6;91; 
18700;2015;12;22;16;167;2.8;5.7;2;96; 
18700;2015;12;22;17;190;4.3;6.5;1.6;97; 
18700;2015;12;22;18;186;2.6;6.5;2;97; 
18700;2015;12;22;19;188;3.3;7.2;0.1;98; 
18700;2015;12;22;20;231;2.8;7.2;0;98; 
18700;2015;12;22;21;249;1.1;6.2;0;98; 
18700;2015;12;22;22;229;1.9;4.7;0;98; 
18700;2015;12;22;23;235;0.7;3.7;0;98; 
18700;2015;12;22;24;280;1.4;2.6;0;98; 
18700;2015;12;23;1;241;2.9;3.3;0;94; 
18700;2015;12;23;2;285;2;3.2;0;92; 
18700;2015;12;23;3;194;3.8;2.4;0;94; 
18700;2015;12;23;4;236;1.6;2.1;0;95; 
18700;2015;12;23;5;45;1.5;1.4;0;96; 
18700;2015;12;23;6;148;0.9;0.7;0;96; 
18700;2015;12;23;7;81;0.7;0.2;0;98;.
18700;2015;12;23;8;58;1.5;0.6;0;96; 
18700;2015;12;23;9;5;0.7;0.4;0;97; 
18700;2015;12;23;10;310;1.1;1.1;0;97; 
18700;2015;12;23;11;282;1.3;1.5;0;96; 
18700;2015;12;23;12;196;2.5;3.8;0;93; 
18700;2015;12;23;13;203;2.7;5.2;0;90; 
18700;2015;12;23;14;213;3.3;5.5;0;87; 
18700;2015;12;23;15;218;3.1;5.2;0;84; 
18700;2015;12;23;16;237;1.3;4.6;0;86; 
18700;2015;12;23;17;223;2.6;3.7;0;88; 
18700;2015;12;23;18;220;4.4;4.7;0;76; 
18700;2015;12;23;19;223;4.7;4.4;0;76; 
18700;2015;12;23;20;227;3.6;4.6;0;75; 
18700;2015;12;23;21;218;5.2;4.3;0;76; 
18700;2015;12;23;22;215;4.1;4.3;0;76; 
18700;2015;12;23;23;185;4.3;4.6;0;74; 
18700;2015;12;23;24;206;2.6;3.6;0;79; 
18700;2015;12;24;1;183;2.2;2.7;0;82; 
18700;2015;12;24;2;195;1.8;2.7;0;82; 
18700;2015;12;24;3;176;2.7;3;0;83; 
18700;2015;12;24;4;213;3.6;3.4;0;77; 
18700;2015;12;24;5;213;2;3.3;0;81; 
18700;2015;12;24;6;222;4.6;4.2;0;80; 
18700;2015;12;24;7;228;4.4;4.3;0;84;.
18700;2015;12;24;8;213;3.1;4.4;0;87; 
18700;2015;12;24;9;198;5;6.2;0;89; 
18700;2015;12;24;10;207;3.5;6.4;0;88; 
18700;2015;12;24;11;203;6.1;7;0;89; 
18700;2015;12;24;12;190;5.3;7.6;0;89; 
18700;2015;12;24;13;190;4.4;7.7;0;89; 
18700;2015;12;24;14;191;6.2;7.5;0;90; 
18700;2015;12;24;15;187;7.4;7.5;0;89; 
18700;2015;12;24;16;186;6.7;7.5;0.1;88; 
18700;2015;12;24;17;179;6.5;7.4;0;88; 
18700;2015;12;24;18;182;7.7;7.6;0;86; 
18700;2015;12;24;19;186;8.7;7.2;0;91; 
18700;2015;12;24;20;182;7.9;7.3;0;90; 
18700;2015;12;24;21;184;7.9;7.3;0.1;93; 
18700;2015;12;24;22;184;6.8;7.5;0.5;93; 
18700;2015;12;24;23;190;7.3;7.8;0.2;93; 
18700;2015;12;24;24;210;6;7;0.1;90; 
18700;2015;12;25;1;188;4.2;6.4;0;81; 
18700;2015;12;25;2;201;4.9;5.7;0;83; 
18700;2015;12;25;3;213;4.6;5.2;0;81; 
18700;2015;12;25;4;202;4.2;5.1;0;81; 
18700;2015;12;25;5;218;6.5;4.7;0;81; 
18700;2015;12;25;6;212;4.4;4.2;0;81; 
18700;2015;12;25;7;206;4.9;4.4;0;74;.
18700;2015;12;25;8;200;4.5;4.1;0;74; 
18700;2015;12;25;9;192;5.1;3.7;0;78; 
18700;2015;12;25;10;195;4.7;3.5;0;79; 
18700;2015;12;25;11;200;5.7;3.6;0;79; 
18700;2015;12;25;12;196;4.9;3.6;0;77; 
18700;2015;12;25;13;208;5.8;4.3;0;74; 
18700;2015;12;25;14;189;5.3;4.8;0;74; 
18700;2015;12;25;15;168;4.3;4.2;0;79; 
18700;2015;12;25;16;179;5.1;5.2;0;70; 
18700;2015;12;25;17;221;0.9;3.1;0;77; 
18700;2015;12;25;18;263;5.3;6.4;0;48; 
18700;2015;12;25;19;274;7.2;6.3;0;47; 
18700;2015;12;25;20;284;4.7;5.6;0;48; 
18700;2015;12;25;21;293;3.9;5.3;0;47; 
18700;2015;12;25;22;301;4.6;4.8;0;49; 
18700;2015;12;25;23;293;4.7;4.8;0;49; 
18700;2015;12;25;24;309;3.9;4.1;0;50; 
18700;2015;12;26;1;75;2.1;3.6;0;51; 
18700;2015;12;26;2;310;1.1;-0.1;0;70; 
18700;2015;12;26;3;308;1.2;0.7;0;65; 
18700;2015;12;26;4;290;3.3;2.2;0;57; 
18700;2015;12;26;5;303;1.9;1.9;0;56; 
18700;2015;12;26;6;24;2.5;-0.6;0;72; 
18700;2015;12;26;7;319;2.4;-1;0;70;.
18700;2015;12;26;8;352;3.8;1.2;0;51; 
18700;2015;12;26;9;93;2.5;-0.8;0;65; 
18700;2015;12;26;10;120;2.5;-1.1;0;68; 
18700;2015;12;26;11;128;0.8;-0.2;0;61; 
18700;2015;12;26;12;49;2.2;0;0;59; 
18700;2015;12;26;13;30;2.4;0.7;0;53; 
18700;2015;12;26;14;12;2;0.4;0;49; 
18700;2015;12;26;15;2;1.5;-0.8;0;55; 
18700;2015;12;26;16;10;4;-1.5;0;56; 
18700;2015;12;26;17;71;1.7;-2;0;57; 
18700;2015;12;26;18;98;1.2;-2.6;0;61; 
18700;2015;12;26;19;29;1.7;-4;0;67; 
18700;2015;12;26;20;20;2.4;-4.4;0;67; 
18700;2015;12;26;21;3;1.1;-4.8;0;70; 
18700;2015;12;26;22;38;3.8;-4.9;0;68; 
18700;2015;12;26;23;44;2.6;-5.1;0;70; 
18700;2015;12;26;24;26;1.5;-5.4;0;72; 
18700;2015;12;27;1;28;4;-4.3;0;61; 
18700;2015;12;27;2;31;3.5;-4;0;60; 
18700;2015;12;27;3;37;3.4;-3.7;0;57; 
18700;2015;12;27;4;25;3.6;-3.2;0;57; 
18700;2015;12;27;5;36;2.9;-2.7;0;55; 
18700;2015;12;27;6;43;3.9;-2.9;0;58; 
18700;2015;12;27;7;40;4.7;-2.8;0;56;.
18700;2015;12;27;8;32;3.5;-2.5;0;54; 
18700;2015;12;27;9;62;2.1;-2.4;0;54; 
18700;2015;12;27;10;19;4.3;-3.7;0.2;77; 
18700;2015;12;27;11;25;5.5;-4;1;85; 
18700;2015;12;27;12;21;6.3;-3.9;0.7;86; 
18700;2015;12;27;13;26;8.1;-3.7;0.8;83; 
18700;2015;12;27;14;27;8.4;-3.7;0.5;84; 
18700;2015;12;27;15;27;9;-3.5;0.3;82; 
18700;2015;12;27;16;21;8.6;-3.2;0.1;78; 
18700;2015;12;27;17;16;7;-3;0.3;80; 
18700;2015;12;27;18;27;7;-2.8;0.2;77; 
18700;2015;12;27;19;19;6;-3.2;0;78; 
18700;2015;12;27;20;10;6.3;-3.2;0;77; 
18700;2015;12;27;21;14;4.1;-3.2;0;78; 
18700;2015;12;27;22;10;4.4;-2.8;0;75; 
18700;2015;12;27;23;29;4.1;-3;0;77; 
18700;2015;12;27;24;2;3.8;-2.4;0;75; 
18700;2015;12;28;1;20;2.4;-2.5;0;75; 
18700;2015;12;28;2;355;3.4;-2.4;0;75; 
18700;2015;12;28;3;355;2.3;-2;0;75; 
18700;2015;12;28;4;359;1.4;-2;0;76; 
18700;2015;12;28;5;20;2.1;-1.9;0;76; 
18700;2015;12;28;6;39;1.9;-1.5;0;76; 
18700;2015;12;28;7;31;3.7;-1.5;0;76;7
18700;2015;12;28;8;14;2.4;-1.5;0;77; 
18700;2015;12;28;9;23;2.2;-1.3;0;78; 
18700;2015;12;28;10;36;3.3;-1.4;0;78; 
18700;2015;12;28;11;40;3.7;-1.4;0;77; 
18700;2015;12;28;12;42;3.5;-1.4;0;78; 
18700;2015;12;28;13;20;1.9;-1.3;0;79; 
18700;2015;12;28;14;53;1.1;-1.1;0;79; 
18700;2015;12;28;15;96;1.8;-1.3;0;81; 
18700;2015;12;28;16;35;2.2;-1.6;0;87; 
18700;2015;12;28;17;38;2.4;-1.5;0;86; 
18700;2015;12;28;18;34;2.5;-1.3;0;85; 
18700;2015;12;28;19;31;3.9;-1.3;0;84; 
18700;2015;12;28;20;56;2.4;-1.3;0;84; 
18700;2015;12;28;21;62;2.2;-0.8;0;83; 
18700;2015;12;28;22;77;1.1;-0.4;0;82; 
18700;2015;12;28;23;68;1.5;-0.4;0;82; 
18700;2015;12;28;24;38;1.9;-0.6;0;86; 
18700;2015;12;29;1;42;2.2;-0.7;0.1;86; 
18700;2015;12;29;2;52;2.6;-0.7;0;85; 
18700;2015;12;29;3;81;2.8;-0.8;0;84; 
18700;2015;12;29;4;85;3.3;-0.7;0;85; 
18700;2015;12;29;5;69;2.7;-1.1;0;84; 
18700;2015;12;29;6;71;2.7;-0.9;0;83; 
18700;2015;12;29;7;82;2.3;-0.8;0;82;7
18700;2015;12;29;8;88;3;-0.9;0;79; 
18700;2015;12;29;9;88;3.7;-1;0;77; 
18700;2015;12;29;10;83;3.2;-1.3;0;78; 
18700;2015;12;29;11;99;3.2;-1.2;0;77; 
18700;2015;12;29;12;95;2.9;-1.4;0;78; 
18700;2015;12;29;13;82;3.3;-1.5;0;79; 
18700;2015;12;29;14;91;2.4;-1.5;0;79; 
18700;2015;12;29;15;57;1.5;-1.4;0;80; 
18700;2015;12;29;16;60;2.1;-1.2;0;80; 
18700;2015;12;29;17;51;1.9;-0.9;0;80; 
18700;2015;12;29;18;36;2.5;-0.8;0;80; 
18700;2015;12;29;19;73;1.8;-0.2;0;76; 
18700;2015;12;29;20;72;1.9;0;0;75; 
18700;2015;12;29;21;116;1.4;0.2;0;75; 
18700;2015;12;29;22;153;2.1;0.2;0;75; 
18700;2015;12;29;23;150;1.7;0;0;77; 
18700;2015;12;29;24;183;1.7;0.1;0;77; 
18700;2015;12;30;1;171;1.6;0.3;0;77; 
18700;2015;12;30;2;99;0.7;-0.2;0;86; 
18700;2015;12;30;3;61;1.7;-0.1;0;86; 
18700;2015;12;30;4;153;2.9;0.2;0.1;86; 
18700;2015;12;30;5;146;1.9;0.1;0.1;88; 
18700;2015;12;30;6;178;2.1;0.1;0.3;94; 
18700;2015;12;30;7;146;1.2;0.4;0.4;96;7
18700;2015;12;30;8;178;3;0.7;0.1;95; 
18700;2015;12;30;9;172;2.2;0.8;0.1;95; 
18700;2015;12;30;10;160;3.2;0.9;0.1;94; 
18700;2015;12;30;11;154;3.1;1.3;0;94; 
18700;2015;12;30;12;164;3.3;1.5;0;93; 
18700;2015;12;30;13;150;3.7;1.6;0.1;93; 
18700;2015;12;30;14;160;3.4;1.9;0.2;93; 
18700;2015;12;30;15;155;4.3;1.8;0.3;93; 
18700;2015;12;30;16;146;4.1;2;0.1;95; 
18700;2015;12;30;17;159;4;2.2;0.4;97; 
18700;2015;12;30;18;172;5.3;2.6;0.1;97; 
18700;2015;12;30;19;183;4.3;2.7;0;97; 
18700;2015;12;30;20;181;3.2;2.7;0;97; 
18700;2015;12;30;21;173;4.2;2.7;0;96; 
